id_arquivo;gt;tess_12;tess_7;OCR
87528321.png;The current specifications for glass mat and slit glass mat can be made more accurate and complete with the following changes:;The current specifications for gla mat and slit gl: mat can be made more accurate land complete with the following changes: ;‘The current specifications for sites mae and slit glass mat can be made more accurate ;The current specifications for gla mat and slit gl: mat can be made more accurate land complete with the following changes:
87528321.png;Glass Mat:;Glass Mats ;Glass Mats ;Glass Mats
87528321.png;slit Glass Mat:;slit Gls Mat: ;Slit Glass Mat: ;Slit Glass Mat:
87528321.png;Delete C- glass from Iten description. Change glass softening point to 756 + / - 10 degrees from 750. Change rolls per pallet to 2 from 1.;Delete C-gla from item description. Change glass softening point to 756 +/- 10 degr 8 from 750. Change rolls per pallet to 2 from 1. ;change gies softening point to 756 */- 20 degrees from 750. ;Delete C-gla from item description. Change glass softening point to 756 +/- 10 degr 8 from 750. Change rolls per pallet to 2 from 1.
87528321.png;Delete C- glass from item description Change bobbins per stack to 47 from 45. Add outside diameter specs of 30.0, 26.0 - 31.0 inches.;Delete C-glass from item descriptior Change bobbins per stack to 47 from 45. Add outeide diameter specs of 30.0, 26.0 - 31.0 inches. ; ;Delete C-glass from item descriptior Change bobbins per stack to 47 from 45. Add outeide diameter specs of 30.0, 26.0 - 31.0 inches.
87528321.png;Proposed Solution;Proposed Solution ;Proposed Solution ;Proposed Solution
87528321.png;Change the current MSS specifications as outlined above.;Change the current MSS specifications outlined above. ;Change the current MSS specifications as outlined above. ;Change the current MSS specifications as outlined above.
87528321.png;Accepted for Investigation;Accepted for ‘Investigation ;Decepted for ;Accepted for ‘Investigation
87528321.png;Final Disposition;Final Disposition ;Final Disposition ;Final Disposition
87528321.png;Action Taken or Reason for Rejection;Action Taken or Reé ion for Rejection ;Action Taken or Reason for Rejection ;Action Taken or Reé ion for Rejection
87528321.png;Proposed Effective Date;Proposed Effective Dat ;Proposed Effective Date: ;Proposed Effective Date:
87528380.png;10675;10675 ;10675 ;10675
87528380.png;PROPOSAL;PROPOSAL ;PROPOSAL ;PROPOSAL
87528380.png;FOR;FOR ;FOR ;FOR
87528380.png;DATE;DATE ;DATE ;DATE
87528380.png;TO;To ;To ;To
87528380.png;ADDRESS;AODRESS ;AODRESS ;AODRESS
87528380.png;CITY;ciTy ;ciTy ;ciTy
87528380.png;STATE;STATE ;STATE ;STATE
87528380.png;Attn:;Attn: ;Attn: ;Attn:
87528380.png;ITEM:;ITEM: ;ITEM: ;ITEM:
87528380.png;MATERIAL:;MATI lAl ;MATERIAL: ;MATERIAL:
87528380.png;ALUMINUM;ALUMINUM ;ALUMINUM ;ALUMINUM
87528380.png;SIZE:;SIZE. ;SIZE. ;SIZE.
87528380.png;GAUGE;GAUGE ;GAUGE ;GAUGE
87528380.png;COLORS:;COLORS. ;COLORS. ;COLORS.
87528380.png;HOLES:;HOLES: ;HOLES: ;HOLES:
87528380.png;YES;YES ;YES ;YES
87528380.png;EMBOSSED;EMBOSSED ;EMBOSSED ;EMBOSSED
87528380.png;SQUARE;SQUARE ;SQUARE ;SQUARE
87528380.png;CORNERS:;CORNERS: ;CORNERS: ;CORNERS:
87528380.png;EDGES:;EDGES: ;EDGES: ;EDGES:
87528380.png;PACKING:;PACKING: ;PACKING: ;PACKING:
87528380.png;OTHER:;OTHER: ;OTHER: ;OTHER:
87528380.png;â; ;tx ;tx
87528380.png;Aluminum;Aluminum ;Aluminum ;Aluminum
87528380.png;â; ;& ;&
87528380.png;4; ;4 ;4
87528380.png;â;xx ;xx ;xx
87528380.png;â; ;x ;x
87528380.png;â; ;x ;x
87528380.png;Tooling:;Tooling. ;Tooling: ;Tooling:
87528380.png;QUANTITIES:;QUANTITIES: ;QUANTITIES: ;QUANTITIES:
87528380.png;PRICE:;PRICE: ;PRICE: ;PRICE:
87528380.png;BILLING:;BILLING: ;BILLING: ;BILLING:
87528380.png;WAREHOUSING:;WAREHOUSING. ;WAREHOUSING. ;WAREHOUSING.
87528380.png;â; ;{x} ;{x}
87528380.png;â; ;ix} ;ix}
87528380.png;87528380;8'7528380 ;8'7528380 ;8'7528380
87528380.png;CONDITIONS:; ;CONDITIONS. ;CONDITIONS.
87528380.png;4050;«70! Of a ;0%) ;«70! Of a
87528380.png;TOTAL;Tbe ; ;Tbe
87528380.png;8650;fb5O ;fb5O ;fb5O
87528380.png;S;_& ;_& ;_&
87528380.png;â; ;&) ;&)
87528380.png;10;10 ;10 ;10
87528380.png;STOUT INDUSTRIES, INC.;STOUT INDUSTRIES, I Cc. ;STOUT INDUSTRIES, Inc. ;STOUT INDUSTRIES, I Cc.
87528380.png;6425 W. FLORISSANT AVE. ST. LOUIS MO 63136 . (314) 385- 2280;6425 W. FLORISSANT AVE,., ST. LOUIS, MO: 63136 - (314) 385-2280 ;6425 W. FLORISSANT AVE,., ST. LOUIS, MO: 63136 - (314) 385-2280 ;6425 W. FLORISSANT AVE,., ST. LOUIS, MO: 63136 - (314) 385-2280
87528380.png;Lorillard Corporation;Lorillard Corporation ;Lorillard Corporation ;Lorillard Corporation
87528380.png;666 Fifth Avenue;666 Fifth Avenue ;666 Fifth Avenue ;666 Fifth Avenue
87528380.png;New York;New York ;New York ;New York
87528380.png;New York 10103;New York 10103 ;New York 10103 ;New York 10103
87528380.png;"Metal ""Pack"" Plaque";"Metal “Pack"" Plaque ";"Metal “Pack"" Plaque ";"Metal “Pack"" Plaque"
87528380.png;October 16, 1987; ;October 16, 1987 ;October 16, 1987
87528380.png;Mr. A. D. Steinberg;-einberg ;Mr. A. D. Steinberg ;Mr. A. D. Steinberg
87528380.png;YOUR REPRESENTATIVE; ;YOUR FEPRESENTATIVE ;YOUR FEPRESENTATIVE
87528380.png;It is our pleasure to propose the following:;It is our pleasure ta propose the following: ;It is our pleasure ta propose the following: ;It is our pleasure ta propose the following:
87528380.png;Mr. Robert Kennedy;Mr. Robert Kennedy ;Mr. Robert Kennedy ;Mr. Robert Kennedy
87528380.png;Harley Davidson Metal Plaque;Harley Davidson Metal Plaque ;Harley Davidson Metal Plaque ;Harley Davidson Metal Plaque
87528380.png;"171/4 x 231/2 """;"17% x 23%"" ";"17% x 23%"" ";"17% x 23%"""
87528380.png;".025"" ";"025"" ";"025"" ";"025"""
87528380.png;STEEL â;STEEL ;STEEL ;STEEL
87528380.png;OTHER â;OTHER [_] ;OTHER [_] ;OTHER [_]
87528380.png;Transparent gold, opaque black, white and orange;‘Transparen Transpare1 t gold, opaque black, white and orange gold, opaque black, white and orange ;Transparent gold, opaque black, white and orange ;‘Transparen Transpare1 t gold, opaque black, white and orange gold, opaque black, white and orange
87528380.png;BASE COLOR;BASE COLOR ;BASE COLOR ;BASE COLOR
87528380.png;SINGLE FACE;SINGLE FACE ;SINGLE FACE ;SINGLE FACE
87528380.png;DOUBLE FACE â;"DOUBLE FACE [""} ";"DOUBLE FACE [""} ";"DOUBLE FACE [""}"
87528380.png;NO â;NOC) ;NOC) ;NOC)
87528380.png;NUMBER OF;NUMBER OF ;NUMBER OF ;NUMBER OF
87528380.png;ROUND â;ROUND! | ;ROUND! | ;ROUND! |
87528380.png;ANGLE â;n ;ANGLE | | ;ANGLE | |
87528380.png;CUT TO SHAPE â;CUT TO SHAPE [_) ;CUT TO SHAPE [_) ;CUT TO SHAPE [_)
87528380.png;HEMMED â;HEMMED ([) ;HEMMED ([) ;HEMMED ([)
87528380.png;STAMP FRAME;STAMP FRAME ;STAMP FRAME ;STAMP FRAME
87528380.png;BEADED BORDER â;BEADED BORDER [_} ;BEADED BORDER [_} ;BEADED BORDER [_}
87528380.png;BACK FRAME â;BACK FRAME [_} ;BACK FRAME [_} ;BACK FRAME [_}
87528380.png;RIGHT ANGLE BEND â;RIGHT ANGLE BEND [> ;RIGHT ANGLE BEND [> ;RIGHT ANGLE BEND [>
87528380.png;CURLED â;CURLED [] ;CURLED [] ;CURLED []
87528380.png;PER CARTON;PER CARTON ;PER CARTON ;PER CARTON
87528380.png;PER CRATE;PER CRATE ;PER CRATE ;PER CRATE
87528380.png;PER BUNDLE;PER BUNDLE ;PER BUNDLE ;PER BUNDLE
87528380.png;"Price is based on reproduction of customer supplied ""Pack"" box.";"Pri is based on reproduction of customer supplied “Pack"" box. ";"Price is based on reproduction of customer supplied “Pack"" box. ";"Price is based on reproduction of customer supplied “Pack"" box."
87528380.png;Form die, brass emboss die to achieve detail on eagle.;Form die, brass emboss die to achieve detail on eagle. ;Form die, brass emboss die to achieve detail on eagle. ;Form die, brass emboss die to achieve detail on eagle.
87528380.png;500 Plaques;500 Plagues ;500 Plagues ;500 Plagues
87528380.png;$ 9.18 each;9. 18 ea ich ;$9.18 each ;9. 18 ea ich
87528380.png;One time tooling;One time tooling ;One time tooling ;One time tooling
87528380.png;Steel tips;Steel tips ;Steel tips ;Steel tips
87528380.png;@ $ 3,015.00;@ $3,01! ;@ $3,015.00 ;@ $3,015.00
87528380.png;$ 1,045.00;$1,045.00 ;$1,045.00 ;$1,045.00
87528380.png;BILL AS MANUFACTURE;BILL AS MANUFACTURE. ;BILL AS MANUFACTURE. ;BILL AS MANUFACTURE.
87528380.png;â BILL AS SHIP FOR.;(C]Bict AS SHIP FOR, ;(C]Bict AS SHIP FOR, ;(C]Bict AS SHIP FOR,
87528380.png;â 6 MOS.;(Je6mos. ;(Je6mos. ;(Je6mos.
87528380.png;â 12 MOS;(C12 mos. ;(C12 mos. ;(C12 mos.
87528380.png;SHIP IMMEDIATELY;SHIP IMMEDIATELY. ;SHIP IMMEDIATELY. ;SHIP IMMEDIATELY.
87528380.png;â 6 MOS. WHSE.;(C6 MOS. WHSE. ;(C6 MOS. WHSE. ;(C6 MOS. WHSE.
87528380.png;â 12 MOS. WHSE;(12 mos. WHSE ;(12 mos. WHSE ;(12 mos. WHSE
87528380.png;PER SHIPMENT;PER SHIPMENT. ;PER SHIPMENT. ;PER SHIPMENT.
87528380.png;DROP SHIPPING:;DROP SHIPPING: ;DROP SHIPPING: ;DROP SHIPPING:
87528380.png;TERMS - NET 10 DAYS A service charge of 11/2 per month will be applied to all unpaid balances over 30 days.;TERMS — NET 10 DAYS. A service charge of 1¥8% per month will be applied to all unpaid balances over 30 days. ;Aerie cage os et mont il ;TERMS — NET 10 DAYS. A service charge of 1¥8% per month will be applied to all unpaid balances over 30 days.
87528380.png;STOUT INDUSTRIES INC,;STOUT OUSTRUES, WC. ;2FOouT ;STOUT OUSTRUES, WC.
87528380.png;A 15 service charge will be added to reight costs for all prepaid shipments involving 5 or more pieces.;A 1S service charge will be sddtd ta: freight costs for all prepaid shipments myolving 5 of more pieces. ;A 1S service charge will be sddtd ta: freight costs for all prepaid shipments myolving 5 of more pieces. ;A 1S service charge will be sddtd ta: freight costs for all prepaid shipments myolving 5 of more pieces.
87528380.png;PRICES QUOTED HEREIN ARE BASED ON CURRENT COSTS AND ARE FOR IMMEDIATE ACCEPTANCE *These prices will be updated periodically from date of order, to reflect changes in material and labor costs. Prices and terms quoted herein are not subject to verbal changes unless confirmed in writing by the home office of this company in S. T. LOUIS M. O. All contracts for delivers are contingent upon fires, strikes or other causes beyond our control. Purchaser agrees to accept overun or underrun to the extent of 10% of the quantity ordered.;PRICES. QUOTED HEREIN ARE BASED ON CURRENT COSTS AND ARE FOR IMMEDIATE ACCE TANCE sexe pce wll Be wpatod pss rom date of order, 1 reflect changes v@ mater and labor - ours. Mo. at P re anditims ued hein ate sabes to verbal changes wnles coated vn wing By the home of ce of thin company ia ST contrac 1 dsinery are contingent upon fee, stake of other causes bevond cont Porchensr apsos to scvept uentumor enderrun.ta.the entent of 18% of tne quarsity sass. ; ;PRICES. QUOTED HEREIN ARE BASED ON CURRENT COSTS AND ARE FOR IMMEDIATE ACCE TANCE sexe pce wll Be wpatod pss rom date of order, 1 reflect changes v@ mater and labor - ours. Mo. at P re anditims ued hein ate sabes to verbal changes wnles coated vn wing By the home of ce of thin company ia ST contrac 1 dsinery are contingent upon fee, stake of other causes bevond cont Porchensr apsos to scvept uentumor enderrun.ta.the entent of 18% of tne quarsity sass.
87528380.png;Any taxes or governmental changes which the seller may be required to pay or collect upon the production sale storage, or delivery under any existing or;Any tancs or governmental charges whieh the seller may be required to pay of collect upon the production, sale, storage, or dehvery, under any canting of ;Any tancs or governmental charges whieh the seller may be required to pay of collect upon the production, sale, storage, or dehvery, under any canting of ;Any tancs or governmental charges whieh the seller may be required to pay of collect upon the production, sale, storage, or dehvery, under any canting of
87528380.png;future law shall be for the account of the buyer who shall promptly pay the amount hereof to the seller upon;future law shall be for the account of the buyer who shall prome ly pay the amount hereof to the seller upon ;future law shall be for the account of the buyer who shall promptly pay the amount hereot to the seller upon ;future law shall be for the account of the buyer who shall promptly pay the amount hereot to the seller upon
87528380.png;F. O. B. S. T. LOUIS MISSOURI Shipments via truck shipped freight collect.;F.0.8. ST. LOUIS, MISSOURI. Shipments vee truck shipped freight collect. ;F.0.8. ST. LOUIS, MISSOURI. Shipments vee truck shipped freight collect. ;F.0.8. ST. LOUIS, MISSOURI. Shipments vee truck shipped freight collect.
87594142_87594144.png;ADDRESS;ADDRESS: ;ADDRESS: ;ADDRESS:
87594142_87594144.png;Baltimore;Baltimore ;Baltimore ;Baltimore
87594142_87594144.png;(A);(a) ;(a) ;(a)
87594142_87594144.png;(B);(8) ;(8) ;(8)
87594142_87594144.png;21205;212 ;21205 ;21205
87594142_87594144.png;THRU;THRU ;THRU ;THRU
87594142_87594144.png;$; ;$s ;$s
87594142_87594144.png;$; ;$ ;$
87594142_87594144.png;$; ;$ ;$
87594142_87594144.png;THRU; ;THRU ;THRU
87594142_87594144.png;01/01/94;01/01/9¢ ;01/01/94 ;01/01/94
87594142_87594144.png;01/01/95;1/01/9! ;01/01/95 ;01/01/95
87594142_87594144.png;01/01/96;11/01/91 ;01/01/96 ;01/01/96
87594142_87594144.png;12/31/94;.2/31/9 ;12/31/94 ;12/31/94
87594142_87594144.png;12/31/95;12/31/95. ;12/31/95. ;12/31/95.
87594142_87594144.png;12/31/96;2/31/96 ;12/31/96 ;12/31/96
87594142_87594144.png;5/26/93;= ;Spat la> ;Spat la>
87594142_87594144.png;87594142;8'7594142 ; ;8'7594142
87594142_87594144.png;APPLICATION FOR RESEARCH CONTRACT;APPLICATION FOR RESEARCH CONTRACT ;GPPLICATION FOR ;APPLICATION FOR RESEARCH CONTRACT
87594142_87594144.png;CENTER FOR INDOOR AIR RESEARCH 1099 WINTERSON ROAD SUITE 280 LINTHICUM, MD. 21090 (410) 684-3777 FAX (410) 684-3729;CENTER FOR INDOOR AIR RESEARCH 1099 WinERSON Roa Sure 280 Lari im, M. 21090 (410) 684-3777 Fax (410) 684-3729 ; ;CENTER FOR INDOOR AIR RESEARCH 1099 WinERSON Roa Sure 280 Lari im, M. 21090 (410) 684-3777 Fax (410) 684-3729
87594142_87594144.png;1. PRINCIPAL INVESTIGATOR NAME, TITLE, TELEPHONE # AND MAILING ADDRESS.;1, PRINCIPAL INVESTIGATOR. NAME, TITLE, TELEPHONE # AND MAILING ADDRESS, ;1, PRINCIPAL INVESTIGATOR. NAME, TITLE, TELEPHONE # AND MAILING ADDRESS, ;1, PRINCIPAL INVESTIGATOR. NAME, TITLE, TELEPHONE # AND MAILING ADDRESS,
87594142_87594144.png;Steven R. Kleeberger, Ph. D.;Steven R. Kleeberger, Pt ;Steven R. Kleeberger, Ph.D. ;Steven R. Kleeberger, Ph.D.
87594142_87594144.png;Associate Professor;Associate Profes ;Associate Professor ;Associate Professor
87594142_87594144.png;(410) 955-3515/955-0299;(410) 955-3515/955-0299 ;(410) 955-3515/955-0299 ;(410) 955-3515/955-0299
87594142_87594144.png;Johns Hopkins University, School of Hyg. & Pub. Hlth.;Johns Hopkins University, School of Hyg. & Pub. Hlth. ;Johns Hopkins University, School of Hyg. & Pub. Hlth. ;Johns Hopkins University, School of Hyg. & Pub. Hlth.
87594142_87594144.png;Environmental Health Sciences;Environmental Health Science: ;Environmental Health Sciences ;Environmental Health Sciences
87594142_87594144.png;615 North Wolfe Street, Baltimore, Maryland;615 North Wolfe Sti t, Baltimore, iryland ;615 North Wolfe Street, Baltimore, Maryland ;615 North Wolfe Street, Baltimore, Maryland
87594142_87594144.png;2. PROJECT TITLE;2.PROJECT TITLE ;2.PROJECT TITLE ;2.PROJECT TITLE
87594142_87594144.png;Mechanisms of Chronic Ozone Exposure: Role of Inflammation;Mechanisms of Chronic Ozone Exposurs Role of Inflammation ;Mechanisms of Chronic Ozone Exposure: Role of Inflammation ;Mechanisms of Chronic Ozone Exposure: Role of Inflammation
87594142_87594144.png;3. KEY WORDS PLEASE PROVIDE THREE (3) KEY WORDS WHICH WILL BE USED AS REFERENCE HEADINGS Ozone,;3. KEY WORDS. PLEASE PROVIDE THREE (3) KEY WORDS WHICH WibL’BE USED AS REFERENCE HEADINGS.Ozone , ;3. KEY WORDS. PLEASE PROVIDE THREE (3) KEY WORDS WHICH WibL’BE USED AS REFERENCE HEADINGS.Ozone , ;3. KEY WORDS. PLEASE PROVIDE THREE (3) KEY WORDS WHICH WibL’BE USED AS REFERENCE HEADINGS.Ozone ,
87594142_87594144.png;Inflammation, Mast Cell;Inflammation, Mast Cell ;Inflammation, Mast Cell ;Inflammation, Mast Cell
87594142_87594144.png;4. INSTITUTION NAME AND ADDRESS OF INSTITUTION RESPONSIBLE AND ACCOUNTABLE FOR OF AWARDED ON THE OF DISPOSITION FUNDS BASIS THIS APPLICATION.;or Tne APPuicagone 4. INSTITUTION. NAME AND ADDRESS OF INSTITUTION RESPONSIBLE AND ACCOUNTABLE FOR DISPOSITION OF FUNDS AWARDED ON THE BASIS ;4. INSTITUTION. NAME AND ADDRESS OF INSTITUTION RESPONSIBLE AND ACCOUNTABLE FOR DISPOSITION OF FUNDS AWARDED ON THE BASIS ;or Tne APPuicagone 4. INSTITUTION. NAME AND ADDRESS OF INSTITUTION RESPONSIBLE AND ACCOUNTABLE FOR DISPOSITION OF FUNDS AWARDED ON THE BASIS
87594142_87594144.png;Johns Hopkins University;Johns Hopkins University ;Johns Hopkins University ;Johns Hopkins University
87594142_87594144.png;615 North Wolfe Street;615 North Woli Street ;615 North Wolfe Street ;615 North Wolfe Street
87594142_87594144.png;Maryland 21205;Maryland 21205 ;Maryland 21205 ;Maryland 21205
87594142_87594144.png;5. LOCATION LIST LOCATION WHERE RESEARCH WILL BE CONDUCTED IF OTHER THAN INSTITUTION IDENTIFIED IN #4 ABOVE.;5. LOCATION. List LOCATION WHERE RESEARCH WILL BE CONDUCTED /F OTHER THAN INSTITUTION IDENTIFIED IN #4 ABOVE. ;5. LOCATION. List LOCATION WHERE RESEARCH WILL BE CONDUCTED /F OTHER THAN INSTITUTION IDENTIFIED IN #4 ABOVE. ;5. LOCATION. List LOCATION WHERE RESEARCH WILL BE CONDUCTED /F OTHER THAN INSTITUTION IDENTIFIED IN #4 ABOVE.
87594142_87594144.png;6. INCLUSIVE DATES AND TOTAL COSTS OF THIS SPECIFIC PROJECT RELATED TO EACH 12 MONTH PERIOD IF MORE THAN ONE YEAR IS REQUIRED TO COMPLETE PROJECT. SUMMARIZE FROM BUDGET PAGE ITEM 12(s). IT MUST BE UNDERSTOOD THAT AWARDS FOR 2ND AND 3RD PERIODS ARE DEPENDENT ON CENTER APPROVAL OF CONTINUATION APPLICATION.;6.INCLUSIVE DATES aNb TOTAL COSTS OF Tits SPECIFIC PROJECT RELATED TO EACH 12 MONTH PERIOD IF MORE THAN ONE YEAR IS REQUIRED TO COMPLETE PROJECT. SUMMARIZE FROM BUDGET PAGE, ITEM 12(). IT MUST BE UNDERSTOOD THAT AWARDS FOR 2ND AND 3RD PERIODS ARE DEPENDENT ON CENTER APPROVAL OF CONTINUATION APPLICATION. ;fenan Toco ont Seo BUDE Fa Hoh rore tbeaon ma WA on ND ;6.INCLUSIVE DATES aNb TOTAL COSTS OF Tits SPECIFIC PROJECT RELATED TO EACH 12 MONTH PERIOD IF MORE THAN ONE YEAR IS REQUIRED TO COMPLETE PROJECT. SUMMARIZE FROM BUDGET PAGE, ITEM 12(). IT MUST BE UNDERSTOOD THAT AWARDS FOR 2ND AND 3RD PERIODS ARE DEPENDENT ON CENTER APPROVAL OF CONTINUATION APPLICATION.
87594142_87594144.png;(A) 1ST 12 MONTH PERIOD;(a) Ist 12 MONTH PERIOD ;(a) Ist 12 MONTH PERIOD ;(a) Ist 12 MONTH PERIOD
87594142_87594144.png;(B) 2ND 12 MONTH PERIOD IF REQUIRED;(B) 2ND 12 MONTH PERIOD IF REQUIRED ;(B) 2ND 12 MONTH PERIOD IF REQUIRED ;(B) 2ND 12 MONTH PERIOD IF REQUIRED
87594142_87594144.png;(C) 3RD 12 MONTH PERIOD IF REQUIRED;(C) 3RD 12 MONTH PERIOD IF REQUIRED ;(C) 3RD 12 MONTH PERIOD IF REQUIRED ;(C) 3RD 12 MONTH PERIOD IF REQUIRED
87594142_87594144.png;INCLUSIVE DATE;INCLUSIVE DATE. ;INCLUSIVE DATE. ;INCLUSIVE DATE.
87594142_87594144.png;210, 910;210,910 ;210,910 ;210,910
87594142_87594144.png;212, 481;212,481 ;212,481 ;212,481
87594142_87594144.png;220, 416;220,416 ;220,416 ;220,416
87594142_87594144.png;TOTAL COST;Cost ;Totat Cost ;Totat Cost
87594142_87594144.png;7. INSTITUTIONAL OFFICER. NAME, TITLE AND TELEPHONE NUMBER OF INDIVIDUAL AUTHORIZED TO SIGN FOR THE INSTITUTION IDENTIFIED IN #4 ABOVE. IT IS UNDERSTOOD THAT THE OFFICER, IN APPLYING FOR A CONTACT. HAS READ AND FOUND ACCEPTABLE THE CENTER'S MANAGEMENT OF RESEARCH CONTRACTS AND CONTRACT ADMINISTRATION POLICY.;"1. INSTITUTIONAL OFFICER. NAME, TITLE AND: ve NUN OF JNDIVIDUAL AUTHORIZED TO SIGN FOR THE INSTITUTION IDENTIFIED 1m #4 ABOVE. IIS UNDERSTOOD THAT THE OFFICER, YING FOR AS READ AND FOUND ACCEPTABLE THe CENTER'S MANAGEMENT OF RESEARCH CONTRACTS AND ""AD —y icy, "; ;"1. INSTITUTIONAL OFFICER. NAME, TITLE AND: ve NUN OF JNDIVIDUAL AUTHORIZED TO SIGN FOR THE INSTITUTION IDENTIFIED 1m #4 ABOVE. IIS UNDERSTOOD THAT THE OFFICER, YING FOR AS READ AND FOUND ACCEPTABLE THe CENTER'S MANAGEMENT OF RESEARCH CONTRACTS AND ""AD —y icy,"
87594142_87594144.png;Alan M. Goldberg, Ph. D.;Alan Goldberg, Ph.D. ;Alan M. Goldberg, Ph.D. ;Alan M. Goldberg, Ph.D.
87594142_87594144.png;Assoc. Dean for Research;Assoc) Dakn/fpr Research ;Assoc) Dakn/fpr Research ;Assoc) Dakn/fpr Research
87594142_87594144.png;(410) 955-9253;'€410) 95: 253 ;'€410) 955-9253 ;'€410) 955-9253
87594142_87594144.png;(A) NAME;O— w= ;w= ;O— w=
87594142_87594144.png;(C) TELEPHONE;(c) + TLLEPHONE ;0 om ;(c) + TLLEPHONE
87594142_87594144.png;(D) SIGNATURE OF;©)! So ;OL ;©)! So
87594142_87594144.png;(E) DATE;s) — Date ;Dawe ;s) — Date
87594142_87594144.png;(C) City;©-= Cry ; ;©-= Cry
87594142_87594144.png;(D) STATE/ZIP;os SrATe/ZiP ; ;os SrATe/ZiP
87594142_87594144.png;(a) STREET; ;@— ;@—
87594142_87594144.png;(A) INSTITUTION;(a) Johns re ;Oe ;(a) Johns re
87594142_87594144.png;(F) MAILING;—_ ay o©—— ; ;—_ ay o©——
87594142_87594144.png;(D) DEPARTMENT;(o) Snviror DerARTMENT ;0 EN ;(o) Snviror DerARTMENT
87594142_87594144.png;(A) NAME;"(a) ="" NAME "; ;"(a) ="" NAME"
87594142_87594144.png;(a) TITLE;be ®)— ;()— ;be ®)—
87594142_87594144.png;(E) INSTITUTION;© ~~ feesnuren ;on ;© ~~ feesnuren
87594142_87594144.png;(c) TELEPHONE;()——— Siepeoe ;0 ;()——— Siepeoe
87594142_87594144.png;(G) STATE/ZIP;o@—— = StaTe/ie ;—— ;o@—— = StaTe/ie
87594142_87594144.png;8. PRELIMINARY STUDIES* QUALIFICATIONS OF INVESTIGATOR;8.PRELIMINARY STUDIES*. (A) FEASIBILITY OF PROPOSED RESEAR (0) QUALIFICATIONS OF mvESTIoATON ; ;8.PRELIMINARY STUDIES*. (A) FEASIBILITY OF PROPOSED RESEAR (0) QUALIFICATIONS OF mvESTIoATON
87594142_87594144.png;9. EXPERIMENTAL PLAN* (A) METHODS DATA INTERPRETATION RESULTS INVESTIGATION LITERATURE CITED;wotsvousaan a tod Stevan Gh (GSU TAAL WALT (4) ‘Eiaea4 30 Nouvnsne (@) Vuvao sia wav (3) Saou (@ ‘Novsil () “NV1d TVINGWheaaed ;= —_ ‘TION ;wotsvousaan a tod Stevan Gh (GSU TAAL WALT (4) ‘Eiaea4 30 Nouvnsne (@) Vuvao sia wav (3) Saou (@ ‘Novsil () “NV1d TVINGWheaaed
87594142_87594144.png;10. AVAILABLE FACILITIES AND RESOURCES;10. AVAILABLE FACILITIES AND RESOURCES. ;10. AVAILABLE FACILITIES AND RESOURCES. ;10. AVAILABLE FACILITIES AND RESOURCES.
87594142_87594144.png;11. OTHER SUPPORT;1. OTHER SUPPORT ;1. OTHER SUPPORT ;1. OTHER SUPPORT
87594142_87594144.png;"* APPEND AS MUCH MATERIAL AS REQUIRED TYPE, SINGLE SPACE USE 8-1/2 x 11"" WHITE PAPER AND LABEL EACH SHEET WITH NAME THE PRINCIPAL NVESTIGATOR IN THE UPPER RIGHT HAND CORNER AND PAGE NUMBER AT THE BOTTOM. CONSECUTIVELY NUMBER EACH ADDENDUM BEGINNING WITH PAGES 5. DO NOT INSERT PACES BETWEEN PAGES 1 AND 6 E.G. 2A 2B 3A ETC. INCLUDE NINE COPIES AND AN ORIGINAL If SENDING PHOTOGRAPHS, INCLUDE 2 ORIGINAL SETS. NOTE: EACH OF THE NINE COPIES MUST BE PLACED IN BINDER PER MAILING INSTRUCTIONS.";"* APPEND AS MUCH MATERIAL AS REQUIRED. TYPE, SINGLE SPACE, USE 8-1/2"" X 11” WHITE PAPER AND LABEL EACH SHEET WITH NAME OF THE PRINCIPAL INVESTIGATOR IN THE UPPER RIGHT HAND CORNER AND PACE NUMBER AT THE BOTTOM. CONSECUTIVELY NUMBER EACH ADDENDUM BEOINNING WITK PAGE 5. Do NOT INSERT PAGES BETWEEN PACES | AND 6, 0.24, 28, 3A, ETC. INCLUDE NINE COPIES AND AN ORIGINAL IF SENDING PHOTOGRAPS, INCLUDE 2 ORIGINAL SETS. NOT IACH OF THE NINE COPIES MUST BE PLACED INA BINDER PER MAILING INerRuctIONs. "; ;"* APPEND AS MUCH MATERIAL AS REQUIRED. TYPE, SINGLE SPACE, USE 8-1/2"" X 11” WHITE PAPER AND LABEL EACH SHEET WITH NAME OF THE PRINCIPAL INVESTIGATOR IN THE UPPER RIGHT HAND CORNER AND PACE NUMBER AT THE BOTTOM. CONSECUTIVELY NUMBER EACH ADDENDUM BEOINNING WITK PAGE 5. Do NOT INSERT PAGES BETWEEN PACES | AND 6, 0.24, 28, 3A, ETC. INCLUDE NINE COPIES AND AN ORIGINAL IF SENDING PHOTOGRAPS, INCLUDE 2 ORIGINAL SETS. NOT IACH OF THE NINE COPIES MUST BE PLACED INA BINDER PER MAILING INerRuctIONs."
89856243.png;file; ;vo ;vo
89856243.png;PRODUCT;PRODUCT ;PRODUCT ;PRODUCT
89856243.png;Date; ;faite ;faite
89856243.png;Triumph;Triumopl ;Triumopl ;Triumopl
89856243.png;yes;yes ;yes ;yes
89856243.png;yes;yes ;yes ;yes
89856243.png;no; ;no ;no
89856243.png;no;no ;no ;no
89856243.png;Approved;Anproved ;Anproved ;Anproved
89856243.png;by:;by: ;by: ;by:
